%CaseId,Case Count,CaseNumber,Status,Priority,Priority Rank,Priority Sort,Case Is Closed,Case Aging,Cases Open/Closed,Case Closed Date,Case Created Date,Case Timetable,Case Timetable Rank,Case Record Type,Case Duration Time,Case_Date_Key
ABC112233445567518,1,00044089,Closed,Low,5,3,True,,Closed Cases,12/22/2015,12/22/2015,Over a month old,7,General IT Support,0 00:58,ABC112233445567518|12/22/2015
ABC112233445567527,1,00044746,Closed,Low,5,3,True,,Closed Cases,1/25/2016,1/4/2016,Over a month old,7,General IT Support,20 16:07,ABC112233445567527|1/4/2016
ABC112233445567536,1,00044786,Closed,Low,5,3,True,,Closed Cases,1/5/2016,1/5/2016,Over a month old,7,General IT Support,0 04:55,ABC112233445567536|1/5/2016
ABC112233445567545,1,00044120,Closed,Medium,4,2,True,,Closed Cases,12/22/2015,12/22/2015,Over a month old,7,General IT Support,0 00:55,ABC112233445567545|12/22/2015
ABC112233445567554,1,00044798,Closed,Low,5,3,True,,Closed Cases,3/3/2016,1/5/2016,Over a month old,7,General IT Support,58 08:24,ABC112233445567554|1/5/2016
ABC112233445567563,1,00044887,Closed,Low,5,3,True,,Closed Cases,3/3/2016,1/5/2016,Over a month old,7,General IT Support,58 05:54,ABC112233445567563|1/5/2016
ABC112233445567572,1,00044130,Closed,Medium,3,2,True,,Closed Cases,1/6/2016,12/23/2015,Over a month old,7,General IT Support,14 19:29,ABC112233445567572|12/23/2015
ABC112233445567581,1,00044148,Closed,Low,5,3,True,,Closed Cases,3/11/2016,12/23/2015,Over a month old,7,General IT Support,79 01:31,ABC112233445567581|12/23/2015
ABC112233445567590,1,00044952,Closed,Low,5,3,True,,Closed Cases,1/21/2016,1/6/2016,Over a month old,7,General IT Support,14 22:26,ABC112233445567590|1/6/2016
ABC112233445567599,1,00044959,Closed,Low,5,3,True,,Closed Cases,1/6/2016,1/6/2016,Over a month old,7,General IT Support,0 00:19,ABC112233445567599|1/6/2016
ABC112233445567608,1,00044190,Closed,Low,5,3,True,,Closed Cases,12/23/2015,12/23/2015,Over a month old,7,General IT Support,0 00:32,ABC112233445567608|12/23/2015
ABC112233445567617,1,00044988,Closed,High,1,1,True,,Closed Cases,1/7/2016,1/6/2016,Over a month old,7,New User Request,0 20:34,ABC112233445567617|1/6/2016
ABC112233445567626,1,00044200,Closed,Low,5,3,True,,Closed Cases,1/24/2016,12/24/2015,Over a month old,7,General IT Support,31 04:35,ABC112233445567626|12/24/2015
ABC112233445567635,1,00045031,Closed,Low,5,3,True,,Closed Cases,2/2/2016,1/7/2016,Over a month old,7,General IT Support,26 03:38,ABC112233445567635|1/7/2016
ABC112233445567644,1,00045063,Closed,Medium,3,2,True,,Closed Cases,3/15/2016,1/7/2016,Over a month old,7,General IT Support,67 18:27,ABC112233445567644|1/7/2016
ABC112233445567653,1,00044272,Closed,Medium,3,2,True,,Closed Cases,12/29/2015,12/27/2015,Over a month old,7,Software Request,2 04:28,ABC112233445567653|12/27/2015
ABC112233445567662,1,00044290,Closed,Medium,4,2,True,,Closed Cases,2/9/2016,12/28/2015,Over a month old,7,General IT Support,43 11:24,ABC112233445567662|12/28/2015
ABC112233445567671,1,00045227,Closed,Low,5,3,True,,Closed Cases,1/11/2016,1/10/2016,Over a month old,7,General IT Support,0 19:06,ABC112233445567671|1/10/2016
ABC112233445567680,1,00044324,Closed,Low,5,3,True,,Closed Cases,12/30/2015,12/28/2015,Over a month old,7,General IT Support,2 03:54,ABC112233445567680|12/28/2015
ABC112233445567689,1,00044355,Closed,High,2,1,True,,Closed Cases,12/30/2015,12/28/2015,Over a month old,7,New User Request,1 18:12,ABC112233445567689|12/28/2015
ABC112233445567698,1,00045246,Closed,Low,5,3,True,,Closed Cases,1/17/2016,1/11/2016,Over a month old,7,General IT Support,6 01:07,ABC112233445567698|1/11/2016
ABC112233445567707,1,00045292,Closed,Low,5,3,True,,Closed Cases,1/11/2016,1/11/2016,Over a month old,7,General IT Support,0 02:48,ABC112233445567707|1/11/2016
ABC112233445567716,1,00045307,Closed,Medium,3,2,True,,Closed Cases,1/11/2016,1/11/2016,Over a month old,7,General IT Support,0 04:33,ABC112233445567716|1/11/2016
ABC112233445567725,1,00044417,Closed,High,2,1,True,,Closed Cases,12/29/2015,12/29/2015,Over a month old,7,Hardware Request,0 02:18,ABC112233445567725|12/29/2015
ABC112233445567734,1,00044424,Closed,Medium,3,2,True,,Closed Cases,1/31/2016,12/29/2015,Over a month old,7,Hardware Request,32 23:27,ABC112233445567734|12/29/2015
ABC112233445567743,1,00044406,Closed,Medium,3,2,True,,Closed Cases,12/30/2015,12/29/2015,Over a month old,7,New User Request,0 22:23,ABC112233445567743|12/29/2015
ABC112233445567752,1,00045357,Closed,Low,5,3,True,,Closed Cases,1/26/2016,1/12/2016,Over a month old,7,General IT Support,14 01:46,ABC112233445567752|1/12/2016
ABC112233445567761,1,00045401,Closed,Medium,4,2,True,,Closed Cases,1/31/2016,1/12/2016,Over a month old,7,General IT Support,19 03:29,ABC112233445567761|1/12/2016
ABC112233445567770,1,00045419,Closed,Low,5,3,True,,Closed Cases,1/26/2016,1/12/2016,Over a month old,7,General IT Support,14 00:18,ABC112233445567770|1/12/2016
ABC112233445567779,1,00045470,Closed,Low,5,3,True,,Closed Cases,1/13/2016,1/12/2016,Over a month old,7,General IT Support,0 23:10,ABC112233445567779|1/12/2016
ABC112233445567788,1,00045458,Closed,Medium,3,2,True,,Closed Cases,1/12/2016,1/12/2016,Over a month old,7,General IT Support,0 02:55,ABC112233445567788|1/12/2016
ABC112233445567797,1,00045549,Closed,Medium,3,2,True,,Closed Cases,2/18/2016,1/13/2016,Over a month old,7,General IT Support,36 06:25,ABC112233445567797|1/13/2016
ABC112233445567806,1,00045572,Closed,Low,5,3,True,,Closed Cases,1/13/2016,1/13/2016,Over a month old,7,General IT Support,0 06:05,ABC112233445567806|1/13/2016
ABC112233445567815,1,00045646,Closed,Medium,3,2,True,,Closed Cases,1/17/2016,1/13/2016,Over a month old,7,Hardware Request,4 03:51,ABC112233445567815|1/13/2016
ABC112233445567824,1,00045677,Closed,High,2,1,True,,Closed Cases,2/24/2016,1/14/2016,Over a month old,7,General IT Support,41 00:16,ABC112233445567824|1/14/2016
ABC112233445567833,1,00045700,Closed,Medium,4,2,True,,Closed Cases,2/25/2016,1/14/2016,Over a month old,7,General IT Support,42 00:36,ABC112233445567833|1/14/2016
ABC112233445567842,1,00045740,Closed,High,2,1,True,,Closed Cases,1/17/2016,1/14/2016,Over a month old,7,General IT Support,2 20:10,ABC112233445567842|1/14/2016
ABC112233445567851,1,00045746,Closed,Low,5,3,True,,Closed Cases,1/18/2016,1/14/2016,Over a month old,7,General IT Support,3 20:19,ABC112233445567851|1/14/2016
ABC112233445567860,1,00045752,Closed,High,2,1,True,,Closed Cases,2/7/2016,1/17/2016,Over a month old,7,General IT Support,21 03:13,ABC112233445567860|1/17/2016
ABC112233445567869,1,00045792,Closed,Low,5,3,True,,Closed Cases,2/1/2016,1/17/2016,Over a month old,7,General IT Support,15 03:19,ABC112233445567869|1/17/2016
ABC112233445567878,1,00045896,Closed,Low,5,3,True,,Closed Cases,2/9/2016,1/17/2016,Over a month old,7,General IT Support,22 15:08,ABC112233445567878|1/17/2016
ABC112233445567887,1,00045774,Closed,Medium,4,2,True,,Closed Cases,2/15/2016,1/17/2016,Over a month old,7,Software Request,29 04:18,ABC112233445567887|1/17/2016
ABC112233445567896,1,00045913,Closed,Medium,3,2,True,,Closed Cases,2/15/2016,1/18/2016,Over a month old,7,General IT Support,28 06:17,ABC112233445567896|1/18/2016
ABC112233445567905,1,00046053,Closed,Low,5,3,True,,Closed Cases,1/24/2016,1/18/2016,Over a month old,7,General IT Support,6 02:22,ABC112233445567905|1/18/2016
ABC112233445567914,1,00046095,Closed,Low,5,3,True,,Closed Cases,1/19/2016,1/18/2016,Over a month old,7,General IT Support,0 21:02,ABC112233445567914|1/18/2016
ABC112233445567923,1,00046143,Closed,Low,5,3,True,,Closed Cases,2/15/2016,1/19/2016,Over a month old,7,General IT Support,27 05:20,ABC112233445567923|1/19/2016
ABC112233445567932,1,00046232,Closed,Low,5,3,True,,Closed Cases,1/24/2016,1/19/2016,Over a month old,7,General IT Support,5 01:01,ABC112233445567932|1/19/2016
ABC112233445567941,1,00046252,Closed,Medium,3,2,True,,Closed Cases,1/19/2016,1/19/2016,Over a month old,7,New User Request,0 05:22,ABC112233445567941|1/19/2016
ABC112233445567950,1,00046276,Closed,Low,5,3,True,,Closed Cases,1/20/2016,1/19/2016,Over a month old,7,General IT Support,0 19:54,ABC112233445567950|1/19/2016
ABC112233445567959,1,00046350,Closed,Low,5,3,True,,Closed Cases,1/20/2016,1/20/2016,Over a month old,7,General IT Support,0 00:09,ABC112233445567959|1/20/2016
ABC112233445567968,1,00046256,Closed,Low,5,3,True,,Closed Cases,1/19/2016,1/19/2016,Over a month old,7,General IT Support,0 00:28,ABC112233445567968|1/19/2016
ABC112233445567977,1,00047141,Closed,High,2,1,True,,Closed Cases,2/2/2016,1/31/2016,Over a month old,7,General IT Support,2 00:43,ABC112233445567977|1/31/2016
ABC112233445567986,1,00047157,Closed,Medium,4,2,True,,Closed Cases,2/18/2016,1/31/2016,Over a month old,7,General IT Support,18 00:09,ABC112233445567986|1/31/2016
ABC112233445567995,1,00046502,Closed,Medium,3,2,True,,Closed Cases,4/5/2016,1/24/2016,Over a month old,7,General IT Support,71 20:08,ABC112233445567995|1/24/2016
ABC112233445568004,1,00046711,Closed,Low,5,3,True,,Closed Cases,2/15/2016,1/26/2016,Over a month old,7,General IT Support,20 02:32,ABC112233445568004|1/26/2016
ABC112233445568013,1,00046750,Closed,Low,5,3,True,,Closed Cases,1/27/2016,1/26/2016,Over a month old,7,General IT Support,0 12:22,ABC112233445568013|1/26/2016
ABC112233445568022,1,00046813,Closed,High,2,1,True,,Closed Cases,2/15/2016,1/27/2016,Over a month old,7,General IT Support,19 03:38,ABC112233445568022|1/27/2016
ABC112233445568031,1,00046856,Closed,High,2,1,True,,Closed Cases,2/2/2016,1/27/2016,Over a month old,7,New User Request,5 21:18,ABC112233445568031|1/27/2016
ABC112233445568040,1,00046975,Closed,High,2,1,True,,Closed Cases,2/2/2016,1/28/2016,Over a month old,7,General IT Support,5 04:13,ABC112233445568040|1/28/2016
ABC112233445568049,1,00046986,Closed,Low,5,3,True,,Closed Cases,2/16/2016,1/28/2016,Over a month old,7,General IT Support,18 23:40,ABC112233445568049|1/28/2016
ABC112233445568058,1,00047018,Closed,High,2,1,True,,Closed Cases,2/21/2016,1/28/2016,Over a month old,7,General IT Support,23 17:46,ABC112233445568058|1/28/2016
ABC112233445568067,1,00047040,Closed,High,2,1,True,,Closed Cases,1/28/2016,1/28/2016,Over a month old,7,General IT Support,0 03:39,ABC112233445568067|1/28/2016
ABC112233445568076,1,00047058,Closed,High,2,1,True,,Closed Cases,2/14/2016,1/31/2016,Over a month old,7,General IT Support,14 02:26,ABC112233445568076|1/31/2016
ABC112233445568085,1,00047102,Closed,Low,5,3,True,,Closed Cases,2/14/2016,1/31/2016,Over a month old,7,General IT Support,14 03:06,ABC112233445568085|1/31/2016
ABC112233445568094,1,00047120,Closed,Low,5,3,True,,Closed Cases,2/14/2016,1/31/2016,Over a month old,7,General IT Support,14 01:47,ABC112233445568094|1/31/2016
ABC112233445568103,1,00047184,Closed,High,2,1,True,,Closed Cases,2/4/2016,1/31/2016,Over a month old,7,General IT Support,3 23:01,ABC112233445568103|1/31/2016
ABC112233445568112,1,00047196,Closed,High,2,1,True,,Closed Cases,2/2/2016,1/31/2016,Over a month old,7,New User Request,1 11:40,ABC112233445568112|1/31/2016
ABC112233445568121,1,00047220,Closed,Medium,3,2,True,,Closed Cases,2/1/2016,2/1/2016,Over a month old,7,Software Request,0 07:44,ABC112233445568121|2/1/2016
ABC112233445568130,1,00047233,Closed,Medium,3,2,True,,Closed Cases,3/1/2016,2/1/2016,Over a month old,7,General IT Support,28 21:57,ABC112233445568130|2/1/2016
ABC112233445568139,1,00047277,Closed,Medium,3,2,True,,Closed Cases,2/1/2016,2/1/2016,Over a month old,7,General IT Support,0 01:00,ABC112233445568139|2/1/2016
ABC112233445568148,1,00047293,Closed,Low,5,3,True,,Closed Cases,2/1/2016,2/1/2016,Over a month old,7,General IT Support,0 00:25,ABC112233445568148|2/1/2016
ABC112233445568157,1,00047323,Closed,Low,5,3,True,,Closed Cases,2/2/2016,2/1/2016,Over a month old,7,General IT Support,0 22:34,ABC112233445568157|2/1/2016
ABC112233445568166,1,00047333,Closed,Medium,3,2,True,,Closed Cases,2/2/2016,2/1/2016,Over a month old,7,General IT Support,1 02:51,ABC112233445568166|2/1/2016
ABC112233445568175,1,00047355,Closed,Low,5,3,True,,Closed Cases,2/2/2016,2/2/2016,Over a month old,7,General IT Support,0 01:20,ABC112233445568175|2/2/2016
ABC112233445568184,1,00047394,Closed,High,2,1,True,,Closed Cases,2/8/2016,2/2/2016,Over a month old,7,General IT Support,6 03:17,ABC112233445568184|2/2/2016
ABC112233445568193,1,00047430,Closed,Low,5,3,True,,Closed Cases,2/2/2016,2/2/2016,Over a month old,7,General IT Support,0 01:49,ABC112233445568193|2/2/2016
ABC112233445568202,1,00047447,Closed,High,2,1,True,,Closed Cases,2/2/2016,2/2/2016,Over a month old,7,General IT Support,0 00:39,ABC112233445568202|2/2/2016
ABC112233445568211,1,00047488,Closed,Low,5,3,True,,Closed Cases,3/7/2016,2/3/2016,Over a month old,7,General IT Support,33 09:32,ABC112233445568211|2/3/2016
ABC112233445568220,1,00047538,Closed,Low,5,3,True,,Closed Cases,2/8/2016,2/3/2016,Over a month old,7,General IT Support,5 03:38,ABC112233445568220|2/3/2016
ABC112233445568229,1,00047530,Closed,Low,5,3,True,,Closed Cases,2/4/2016,2/3/2016,Over a month old,7,General IT Support,1 00:09,ABC112233445568229|2/3/2016
ABC112233445568238,1,00047574,Closed,Medium,3,2,True,,Closed Cases,2/16/2016,2/3/2016,Over a month old,7,Software Request,13 03:19,ABC112233445568238|2/3/2016
ABC112233445568247,1,00047613,Closed,Low,5,3,True,,Closed Cases,2/4/2016,2/3/2016,Over a month old,7,General IT Support,0 11:36,ABC112233445568247|2/3/2016
ABC112233445568256,1,00047679,Closed,Low,5,3,True,,Closed Cases,2/4/2016,2/4/2016,Over a month old,7,General IT Support,0 00:07,ABC112233445568256|2/4/2016
ABC112233445568265,1,00047696,Closed,Low,5,3,True,,Closed Cases,2/4/2016,2/4/2016,Over a month old,7,General IT Support,0 00:11,ABC112233445568265|2/4/2016
ABC112233445568274,1,00047726,Closed,Low,5,3,True,,Closed Cases,2/7/2016,2/4/2016,Over a month old,7,General IT Support,2 23:54,ABC112233445568274|2/4/2016
ABC112233445568283,1,00047715,Closed,Medium,3,2,True,,Closed Cases,2/4/2016,2/4/2016,Over a month old,7,Software Request,0 00:17,ABC112233445568283|2/4/2016
ABC112233445568301,1,00047767,Closed,Low,5,3,True,,Closed Cases,2/7/2016,2/7/2016,Over a month old,7,General IT Support,0 02:11,ABC112233445568301|2/7/2016
ABC112233445568310,1,00047887,Closed,Medium,4,2,True,,Closed Cases,2/16/2016,2/7/2016,Over a month old,7,New User Request,9 02:36,ABC112233445568310|2/7/2016
ABC112233445568319,1,00047481,Closed,Low,5,3,True,,Closed Cases,2/24/2016,2/2/2016,Over a month old,7,General IT Support,21 21:46,ABC112233445568319|2/2/2016
ABC112233445568328,1,00048065,Closed,Medium,3,2,True,,Closed Cases,3/14/2016,2/7/2016,Over a month old,7,General IT Support,36 05:07,ABC112233445568328|2/7/2016
ABC112233445568337,1,00047566,Closed,Medium,3,2,True,,Closed Cases,2/16/2016,2/3/2016,Over a month old,7,General IT Support,13 02:28,ABC112233445568337|2/3/2016
ABC112233445568346,1,00047707,Closed,Low,5,3,True,,Closed Cases,2/4/2016,2/4/2016,Over a month old,7,General IT Support,0 01:05,ABC112233445568346|2/4/2016
ABC112233445568355,1,00048080,Closed,High,2,1,True,,Closed Cases,2/8/2016,2/7/2016,Over a month old,7,General IT Support,0 22:40,ABC112233445568355|2/7/2016
ABC112233445568364,1,00048098,Closed,Medium,3,2,True,,Closed Cases,2/21/2016,2/7/2016,Over a month old,7,General IT Support,13 20:09,ABC112233445568364|2/7/2016
ABC112233445568373,1,00049030,Closed,High,2,1,True,,Closed Cases,2/14/2016,2/14/2016,Over a month old,7,New User Request,0 01:07,ABC112233445568373|2/14/2016
ABC112233445568382,1,00048203,Closed,Low,5,3,True,,Closed Cases,2/18/2016,2/7/2016,Over a month old,7,General IT Support,10 11:25,ABC112233445568382|2/7/2016
ABC112233445568391,1,00048324,Closed,Medium,3,2,True,,Closed Cases,2/22/2016,2/8/2016,Over a month old,7,General IT Support,14 05:11,ABC112233445568391|2/8/2016
ABC112233445568400,1,00048439,Closed,Low,5,3,True,,Closed Cases,2/22/2016,2/8/2016,Over a month old,7,General IT Support,14 01:15,ABC112233445568400|2/8/2016
ABC112233445568409,1,00049083,Closed,Medium,3,2,True,,Closed Cases,2/16/2016,2/14/2016,Over a month old,7,General IT Support,1 17:14,ABC112233445568409|2/14/2016
ABC112233445568418,1,00048470,Closed,Low,5,3,True,,Closed Cases,2/18/2016,2/8/2016,Over a month old,7,General IT Support,9 21:09,ABC112233445568418|2/8/2016
ABC112233445568427,1,00049137,Closed,Low,5,3,True,,Closed Cases,2/15/2016,2/15/2016,Over a month old,7,General IT Support,0 00:09,ABC112233445568427|2/15/2016
ABC112233445568436,1,00049146,Closed,Low,5,3,True,,Closed Cases,2/18/2016,2/15/2016,Over a month old,7,General IT Support,2 22:40,ABC112233445568436|2/15/2016
ABC112233445568445,1,00049138,Closed,Low,5,3,True,,Closed Cases,3/2/2016,2/15/2016,Over a month old,7,General IT Support,16 04:50,ABC112233445568445|2/15/2016
ABC112233445568454,1,00048518,Closed,Low,5,3,True,,Closed Cases,2/21/2016,2/8/2016,Over a month old,7,General IT Support,12 22:45,ABC112233445568454|2/8/2016
ABC112233445568463,1,00049225,Closed,Medium,4,2,True,,Closed Cases,3/2/2016,2/15/2016,Over a month old,7,General IT Support,15 22:29,ABC112233445568463|2/15/2016
ABC112233445568472,1,00048535,Closed,Low,5,3,True,,Closed Cases,3/18/2016,2/8/2016,Over a month old,7,General IT Support,38 17:25,ABC112233445568472|2/8/2016
ABC112233445568481,1,00049257,Closed,Low,5,3,True,,Closed Cases,2/28/2016,2/15/2016,Over a month old,7,General IT Support,13 01:11,ABC112233445568481|2/15/2016
ABC112233445568490,1,00048593,Closed,Medium,3,2,True,,Closed Cases,2/9/2016,2/9/2016,Over a month old,7,General IT Support,0 04:03,ABC112233445568490|2/9/2016
ABC112233445568499,1,00048619,Closed,Low,5,3,True,,Closed Cases,2/11/2016,2/9/2016,Over a month old,7,General IT Support,2 06:21,ABC112233445568499|2/9/2016
ABC112233445568508,1,00048641,Closed,Low,5,3,True,,Closed Cases,3/3/2016,2/9/2016,Over a month old,7,General IT Support,23 03:55,ABC112233445568508|2/9/2016
ABC112233445568517,1,00049326,Closed,Low,5,3,True,,Closed Cases,2/16/2016,2/16/2016,Over a month old,7,General IT Support,0 00:45,ABC112233445568517|2/16/2016
